song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,acousticness,key,liveness,mode,time_signature,valence,song_title_en,outcome
Rise With Me,102CoQT8NCEckBZcuQOer9,['Sarah Dawn Finer'],F!,248386,FALSE,4TuGR5xkIry198WmY7hax2,1,0.446036,0.381405,-9.56,0.032855,77.252,0.816677,1,0.096354,1,4,0.270837,Rise With Me,0
F For You,5ytp4U6YLqNppQdhmmVvHu,['Disclosure'],Settle (Special Edition),268935,FALSE,6nS5roXSAGhTGr34W6n7Et,1,0.753481,0.78217,-8.458,0.078682,124.03,0.007659,3,0.104683,0,4,0.250163,F For You,0
Get Busy,0XNPK9EEqponCFKVadWFkc,['Too Many Zooz'],F Note,247403,FALSE,72rZmJbRFSY6IFJAysfOdr,1,0.827682,0.420042,-8.465,0.266002,106.672,0.217195,0,0.042642,1,4,0.649645,Get Busy,0
Weapon (Bastille Vs. Angel Haze Vs. F*U*G*Z Vs. Braque),3VB5915LgAjR4lIKPPCucH,"['Bastille', 'Angel Haze', 'F*U*G*Z', 'Braque']",Weapon (Bastille Vs. Angel Haze Vs. F*U*G*Z Vs. Braque),290725,FALSE,7EQ0qTo7fWT7DPxmxtSYEc,4,0.631852,0.809132,-6.226,0.218586,80.075,0.083191,2,0.091588,1,4,0.389205,Weapon (Bastille Vs. Angel Haze Vs. F*U*G*Z Vs. Braque),0
Gå på salong,45sBmTNJ5ePF0RUiLuSYsJ,"['Cleo & Kristin Amparo', 'Cleo', 'Kristin Amparo']",F!,189106,FALSE,5o3gOKcEoXpXe6hoHfg1YY,3,0.647363,0.609588,-6.784,0.238463,75.958,0.059836,1,0.091184,1,4,0.570125,Gå på salong,0
Am I That Hard to Love,6DD0WaICNynWpuWykBnuWA,['Jaquline Ronneklew'],F!,174000,FALSE,1mDQs9Mv3bVIJJyx2XCawe,1,0.564627,0.337889,-10.27,0.036414,114.588,0.809889,1,0.103328,0,4,0.2883,Am I That Hard to Love,0
F For You,6vseQZb17iPCXjCIzUkDAL,"['Disclosure', 'Mary J. Blige']",Settle (Special Edition),375249,FALSE,6nS5roXSAGhTGr34W6n7Et,2,0.801469,0.69657,-8.587,0.088998,124.041,0.011811,6,0.089094,1,4,0.432902,F For You,0
F Is for Faker - Radio Edit,1iw6nUthDPts7Lf8hcV0g6,['Team Me'],F Is for Faker (Radio Edit),193534,FALSE,6sVtsKPUjWlLH4sNbhoNF5,1,0.490978,0.928972,-6.217,0.046072,136.038,1.00E-05,6,0.352739,0,4,0.360471,F Is for Faker (Radio Edit),0
"Let's Talk About Gender Baby, Let's Talk About You And Me (planningtorock rework)",73WN27R69EwgQwD2OGKZNF,['The Knife'],F!,401506,FALSE,7eQZTqEMozBcuSubfu52i4,1,0.923276,0.412979,-13.557,0.109869,126.004,0.023271,9,0.135496,0,4,0.608292,"Let's Talk About Gender Baby, Let's Talk About You And Me (Planningtorock rework)",0
U Should Know Better (Carli & Savage Skulls Remix),3LeazHTRoqyKJOsHN0qYs1,['Robyn'],F!,176986,FALSE,6UE7nl9mha6s8z0wFQFIZ2,1,0.403779,0.83033,-7.471,0.138714,146.035,0.00624,1,0.359941,1,4,0.393723,U Should Know Better (Carli & Savage Skulls Remix),0
Slippin Around (Aerea Negrot Remix),2LOAC6rr0ik0Pco0uffskz,['Zhala'],F!,412213,FALSE,2vI70V5Tc6jB3d2uzb2UEA,1,0.714934,0.639899,-8.937,0.074643,125.009,0.003744,8,0.096439,1,4,0.461185,Slippin Around (Aerea Negrot Remix),0
Borderline (Henning Fürst Remix),6nojJ7gsRyHHU6xhFvPanT,['Tove Styrke'],F!,234493,FALSE,2QSPrJfYeRXaltEEiriXN9,1,0.703008,0.624268,-7.43,0.077367,142.025,0.354256,8,0.085904,0,4,0.523927,Borderline (Henning Fürst Remix),0
Feminist (feat. Tiffany K),5obYXqNSW8fWqYkbev4p7M,"['Adam Opinio', 'Tiffany K']",F!,240093,FALSE,2lIO2MK1fF8ABM8RG52MuZ,2,0.723522,0.912087,-4.753,0.076643,98.086,0.060121,7,0.113533,1,4,0.781956,Feminist (feat. Tiffany K),0
F*ck With You,2UIrmdNNlGHeprK9Mr5Cxa,['Tyga'],#BitchImTheShit,233978,TRUE,5LHRHt1k9lMyONurDHEdrp,1,0.65752,0.4312,-4.818,0.055609,79.009,0.30245,0,0.371798,1,4,0.387913,Fuck with You,0
Let's Get F*cked Up - Riggi & Piros Remix,1iPYGnArEC3ZdHb8zylCiC,"['MAKJ', 'Lil Jon']",Let's Get F*cked Up (Remixes),236307,TRUE,3PtCud9dIdOv4exrzdZZ1C,2,0.737165,0.983561,-1.208,0.165464,129.975,0.000303,11,0.11815,0,4,0.256339,Let's Get F*cked Up (Riggi & Piros Remix),0
Våroffer (Alla Vill Ha),6JjGgSt2fYNDwpyqQhEnth,['El Perro Del Mar'],F!,188146,FALSE,0bnwha8WPTU2sf4Q4P6vE0,1,0.668388,0.344736,-13.281,0.045321,129.956,0.208606,7,0.081482,1,4,0.333032,Våroffer (Alla Vill Ha),0
This F**kin Song,1VwMsCzS0DEvaOKZr5eOdS,['The Janoskians'],This F**kin Song,177413,TRUE,5PP8syQrThERevdtvBZX60,1,0.797882,0.824815,-4.184,0.061846,101.034,0.021321,9,0.362509,1,4,0.889347,This F**kin Song,0
When Will the Bass Drop (feat. Lil Jon & Sam F),1pgwcR07BqXt558I8YjtWS,"['The Lonely Island', 'Lil Jon', 'Sam F']",When Will the Bass Drop (feat. Lil Jon & Sam F),260000,FALSE,1f5GqyOPo0CkotzzRwviBu,3,0.445228,0.97512,-4.825,0.197408,128.023,0.207727,6,0.082663,1,4,0.446507,When Will the Bass Drop (feat. Lil Jon & Sam F),0
MILK,7Fwd4S0tPTn4dajejupCWw,['f(x)'],The 3rd Album 'Red Light',215931,FALSE,3wRA5UYoo08BBKJnzyKkpF,1,0.761581,0.876404,-3.228,0.250345,110.092,0.264469,11,0.323556,0,4,0.585477,MILK,0
Fire,5km3PaR3G3izli7sjjjaso,['Tiffany K'],F!,226906,FALSE,7GygNNmOrzfxYA6FUzStyR,1,0.845005,0.519366,-7.475,0.220684,79.998,0.092078,8,0.098956,0,4,0.515299,Fire,0
Tempore Nihil Sanat (Prelude in F minor),1VoSXPAGfS6YIC0o1jeztE,['Arch Enemy'],War Eternal,72386,FALSE,0DCw6lHkzh9t7f8Hb4Z0Sx,1,0.362994,0.379169,-12.286,0.029167,109.929,0.292103,0,0.637735,0,4,0.139824,Tempore Nihil Sanat (Prelude in F minor),0
Adios Amigos (feat. Cecilia Nordlund),0zLObx0DulmVnsEKxDsEmg,"['Marit Bergman', 'Cecilia Nordlund']",F!,174893,FALSE,1Z8YLeRzSedy0jT5D08pVU,2,0.384892,0.894666,-3.8,0.047352,150.489,0.0645,2,0.067458,0,4,0.555155,Adios Amigos,0
I F*ck Wit You Girl,2u2fseIt359oKZoq6TxM6C,['Rich Homie Quan'],I Promise I Will Never Stop Going In (Deluxe Edition),227194,TRUE,5lHRUCqkQZCIWeX7xG4sYT,1,0.590016,0.399459,-11.509,0.184875,140.001,0.434522,7,0.091254,1,4,0.279709,I F*ck Wit You Girl,0
Let's Get F*cked Up,6nlCPdygwRryI79rUbWx4m,"['MAKJ', 'Lil Jon']",Let's Get F*cked Up,286753,TRUE,3PtCud9dIdOv4exrzdZZ1C,2,0.736614,0.931855,-3.772,0.0786,128.001,0.002023,0,0.114736,1,4,0.070307,Let's Get F*cked Up,0
To the Top,5UxbjTLzDV72IWWLzVLAiF,['Too Many Zooz'],F Note,199750,FALSE,72rZmJbRFSY6IFJAysfOdr,1,0.424176,0.639068,-6.227,0.059421,177.978,0.00693,0,0.601765,1,4,0.493382,To the Top,0
Hopeful - Local F Remix,0OaVKkD38NbRM4dulYTEXG,['Bars and Melody'],Hopeful,214613,FALSE,6Tm0hIf7nSjDziOzpGFzKl,1,0.58837,0.822174,-5.837,0.054526,170.041,0.009664,8,0.564646,1,4,0.602592,Hopeful - Local F Remix,0
Jag mot världen (feat Cherrie),2AljOwWRSgUpnyURW2YeX8,"['Adam Kanyama', 'Cherrie']",F!,224320,FALSE,7iXy0wugsZgVfKxl4amtad,2,0.545568,0.664238,-12.312,0.381241,107.014,0.68208,6,0.034827,0,5,0.337833,Jag mot världen (feat Cherrie),0
Food 4 Thought,2JlmH3BzzBbMUZIGILfAyF,['Behrang Miri'],F!,254893,FALSE,5kQo9vxRzDvaNrmP3z6OFj,1,0.661406,0.795102,-6.435,0.226876,99.998,0.160175,2,0.059822,0,4,0.837496,Food 4 Thought,0
Dum i Huvet,0BKFHqYxMy1OgSIUps40Mb,['Linnea Henriksson'],F!,202306,FALSE,3IsULVZIf4iGp9ExB7yJVq,1,0.589432,0.727992,-7.072,0.046419,171.935,0.064841,2,0.179912,0,4,0.375548,Dum i huvet,0
첫 사랑니 (Rum Pum Pum Pum),4e9K1aweNsSVjeuDHKaGOT,['f(x)'],The 2nd Album 'Pink Tape',197672,FALSE,3wRA5UYoo08BBKJnzyKkpF,1,0.77449,0.81914,-2.976,0.038297,119.984,0.509272,11,0.239283,1,4,0.534309,첫 사랑니 (Rum Pum Pum Pum),0
When The Sun Comes Up,71tmeC6QueUv1HGq9Lc8iO,['Ellen Benediktson'],F!,219106,FALSE,3IXfNkd6BwjYA48aNCPDI8,1,0.644563,0.754627,-5.801,0.035194,117.009,0.007167,7,0.168161,0,4,0.13469,When The Sun Comes Up,0
Red Light,7KP2vFrG0EZA34Z6CRJklp,['f(x)'],The 3rd Album 'Red Light',211900,FALSE,3wRA5UYoo08BBKJnzyKkpF,1,0.624673,0.924109,-3.166,0.08784,128.948,0.00048,7,0.041378,1,4,0.774205,Red Light,0
F*ck Love,7fx8lcYH7GUdY3TBjmWiox,['Trina'],F*ck Love - Single,193826,FALSE,4PrinKSrmILmo0kERG0Ogn,1,0.483308,0.50866,-9.599,0.294445,136.201,0.156029,11,0.187184,0,4,0.202954,F*ck Love,0
F.W.S,7wYYIP0lS1wLUGiQ5vaTrw,['Too Many Zooz'],F Note,239750,FALSE,72rZmJbRFSY6IFJAysfOdr,1,0.462959,0.787353,-5.38,0.042079,168.906,0.08839,8,0.818885,1,4,0.699711,F.W.S,0
Pyramids (Rose Out of Our Pain) – (feat. Adam Tensta),3W5l39htm85J6v0Ci6qT90,"['Jenny Wilson', 'Adam Tensta']",F!,320680,FALSE,3axEmcxTibioxD1rZi1IOB,2,0.651416,0.687075,-7.866,0.061491,112.032,0.597629,9,0.091282,0,3,0.187496,Pyramids (Rose out of Our Pain),0
F For You - Totally Enormous Extinct Dinosaurs Remix,1OxZ0GshAXtn2h0HvuaBKt,['Disclosure'],Settle (Special Edition),354645,FALSE,6nS5roXSAGhTGr34W6n7Et,1,0.764019,0.673283,-7.469,0.0775,123.981,0.001966,8,0.423065,0,4,0.496131,F For You - Totally Enormous Extinct Dinosaurs Remix,0
"""I•M•A•M (jj remix) – (feat. jj)",6UEIEBlYkzKlTil1qXbH2q,"['Silvana Imam', 'jj']",F!,206453,FALSE,14vNE9iqS5eGAL6OogiN8g,2,0.394837,0.641863,-5.849,0.069643,109.876,0.330501,7,0.146108,0,3,0.258598,"""I•M•A•M (jj remix) – (feat. jj)",0
Grunge Girls,6nngIxUx37IhFgBqZAdQ5Q,['Britta Persson'],F!,200493,FALSE,1p3J6laThbGvAuz642q1O6,1,0.639315,0.914702,-5.201,0.031349,107.007,0.000156,1,0.095811,1,4,0.885815,Grunge Girls,0
D T F,0P0sNgT44AP28SkRiBcpP5,['Adore Delano'],Till Death Do Us Party,237429,TRUE,3tdsh4B7GuigHI4vPtUs87,1,0.716392,0.85207,-4.587,0.089131,139.963,0.074349,11,0.087593,1,4,0.725413,D T F,0
Beloved (Tiedye remix),5gXb48sRyowX70JZm4PPP8,['Say Lou Lou'],F!,295920,FALSE,0flVPOQPuTboUwEtzPk6vj,1,0.580871,0.790147,-6.514,0.031518,112,0.046164,2,0.064833,0,4,0.303137,Beloved (Tiedye remix),0
Finders Keepers (Nire Remix) – (feat. Nani Castle),0XNpAgaUtU6HvYYA5nhyUB,"['Gnucci', 'Nani Castle']",F!,224440,FALSE,370RJTpcgcUSfYTR3gau1x,2,0.61659,0.764798,-5.268,0.069773,79.966,0.012499,4,0.051967,1,4,0.464796,Finders Keepers (feat. Nani Castle) [Nire Remix],0
When It Comes To You,5hICNgoZHgkAl7l8yY0gXC,"['Adam F & Cory Enemy', 'Margot', 'Dizzee Rascal']",When It Comes To You,210004,FALSE,400sJRIZDPQjaMDW1pXaDc,3,0.735065,0.957266,-3.103,0.10391,128.039,0.087778,10,0.0746,0,4,0.823217,When It Comes To You,0
Nattlivspussel,7wEuTlkr5KDpSNZWfnJLEx,['Far & Son'],Inte inför barnen!,222773,FALSE,2RuUKJs7WOJjeAkjRXp1If,1,0.885552,0.695967,-6.754,0.078168,127.021,0.24778,3,0.078791,1,4,0.757954,Nattlivspussel,0
Angel Of Small Death & The Codeine Scene,2EzyF6aTHojdWfppKtEbez,['Hozier'],Hozier (Deluxe),219214,FALSE,2FXC3k01G6Gw61bmprjgqS,1,0.377049,0.638172,-5.754,0.054523,92.644,0.213277,4,0.119905,1,4,0.342061,Angel Of Small Death & The Codeine Scene,0
Solglasögon & Sommarbil,6HnL5e2v8Fz52YqfrE4DxB,['Bj\xc3\xb6rn Skifs'],Solglasögon & Sommarbil,210908,FALSE,1Ek3VdZ8EPmcvgRIqnHlrF,1,0.718199,0.770984,-5.832,0.036865,129.934,0.125537,9,0.156063,1,4,0.820695,Solglasögon & Sommarbil,0
Kaptein Morgan,2e5fLzf0ax8GuI3OywCGTb,['Staysman & Lazz'],Helt Sykt Store Hits,165213,FALSE,2dViR9WphpDpMB3oUiDblq,1,0.766318,0.797648,-6.61,0.152275,111.974,0.206641,9,0.351867,0,4,0.74767,Kaptein Morgan,0
Fade Out Lines - The Avener Rework,1CleP0jioi374d3PSt1PrJ,['The Avener & Phoebe Killdeer'],Fade Out Lines,276000,FALSE,5a3LNFE90ApnB22P9GhGwq,1,0.854522,0.686422,-5.695,0.031504,119.01,0.015175,8,0.116465,0,4,0.675609,Fade Out Lines,0
You & I (Nobody in the World) - R3hab Remix - Radio Edit,738J023eio9C4ViccIAQnD,['John Legend'],You & I (Nobody in the World) [R3hab Remix - Radio Edit],194746,FALSE,5y2Xq6xcjJb2jVM54GHK3t,1,0.596687,0.700785,-4.89,0.039188,125.088,0.021346,11,0.099021,0,4,0.415849,You & I (Nobody in the World) - R3hab Remix - Radio Edit,0
Langa fram,6iXQnKuCfbVLjIG745TXYm,['Ison & Fille'],Länge leve vi,184440,FALSE,1fhvwCr1HKEZgZYOrfsHyk,1,0.838448,0.504296,-9.94,0.404586,103.068,0.062774,7,0.13271,1,4,0.586101,Langa fram,0
Stay With Me - Live From Spotify Berlin,5FwD0r8W7XSBtXc7Jb4HuC,['Angus & Julia Stone'],Spotify Sessions,174360,FALSE,4tvKz56Tr39bkhcQUTO0Xr,1,0.61299,0.103251,-22.224,0.04588,75.928,0.829412,0,0.707688,1,4,0.163677,Stay With Me - Live From Spotify Berlin,0
Här kommer vi,2Rp8l0p387KFv6nbRBSPys,['Fritjof & Pikanen'],Här kommer vi,186920,FALSE,2P1adertYPHMXKgklSns8R,1,0.680986,0.896598,-3.811,0.036655,104.065,0.010015,8,0.159329,1,4,0.485989,Här kommer vi,0
Fasad,3T0TxxfQMgQBxqX7fGky7j,['Elov & Beny'],Fasad,232783,FALSE,4uAXlCewJdAu44uAHehKfd,1,0.732284,0.670278,-7.159,0.031896,107.999,0.145032,7,0.10863,0,4,0.397951,Fasad,0
Changes - Original Mix,2WUgOSGVqwNDyhoW0CWgzP,"['Faul & Wad Ad', 'Pnau']",Dancefloor Hits #2,343693,FALSE,6HUm6AHJE0oisACMN6NNJ5,2,0.817411,0.636449,-10.16,0.039525,125.993,0.008807,3,0.068167,0,4,0.220635,Changes,0
Like That (feat. Skate),6rnl5HwEvhsD3wZ6MXZzBp,['Jack & Jack'],Like That (feat. Skate),233333,FALSE,1INuLZXjjVbcJRyWvD1iSq,1,0.677221,0.557508,-5.375,0.201421,143.937,0.254872,11,0.080347,0,4,0.456697,Like That,0
Another Love - Dimitri Vangelis & Wyman Remix,3cwProa7pzzqTGYPYp5Efc,['Tom Odell'],Another Love (Dimitri Vangelis & Wyman Remix),204413,FALSE,2txHhyCwHjUEpJjWrEyqyX,1,0.563235,0.862929,-3.958,0.066562,127.968,0.072393,4,0.372538,0,4,0.293655,Another Love (Dimitri Vangelis & Wyman Remix),0
Take Shelter,0dftdFz4eI4kGctUMLBxUc,['Years & Years'],Take Shelter,245032,FALSE,5vBSrE1xujD2FXYRarbAXc,1,0.704555,0.573921,-5.99,0.068636,100.011,0.064791,11,0.140046,0,4,0.669067,Take Shelter,0
Success,6Ycl1TuHMkslDrcf7sNkwN,['Samir & Viktor'],Success,195013,FALSE,4SR9oxWziAoPR4kTrekBi6,1,0.814807,0.913039,-1.852,0.069144,128.013,0.041372,9,0.126912,0,4,0.750491,Success,0
Avundsjuka - feat. Sam-E,0PftcoTraEZgrmw3LoBQxd,"['OIAM', 'Sam-E']",Lyxproblem,221266,FALSE,6ZcGLGVj85BeNBUMn23YMZ,2,0.617284,0.886882,-3.848,0.2449,93.641,0.019737,5,0.501561,0,4,0.692666,Avundsjuka (feat. Sam-E),0
Genom allt 2,0duBrRmNnVkPMz0QQe5mUe,['Ison & Fille'],Genom allt 2 / Ambition,208853,FALSE,1fhvwCr1HKEZgZYOrfsHyk,1,0.632777,0.58628,-7.842,0.104225,114.936,0.087545,5,0.374537,0,4,0.333939,Genom allt 2,0
Post To Be (feat. Chris Brown & Jhene Aiko),6p5abLu89ZSSpRQnbK9Wqs,"['Omarion', 'Chris Brown']",Post To Be (feat. Chris Brown & Jhene Aiko),226580,TRUE,0f5nVCcR06GX8Qikz0COtT,2,0.733264,0.67572,-5.655,0.043189,97.448,0.069705,10,0.20777,0,4,0.717152,Post To Be (feat. Chris Brown & Jhene Aiko),0
Shattered & Hollow,1Z3jfwJXw8YymTkY0NuEQs,['First Aid Kit'],Stay Gold,244506,FALSE,21egYD1eInY6bGFcniCRT1,1,0.672363,0.483929,-6.504,0.029893,107.032,0.340143,0,0.068522,1,4,0.147866,Shattered & Hollow,0
Avundsjuka - feat. Sam-E,41aeGT8DO73TpGTLsYyxYV,"['OIAM', 'Sam-E']",Avundsjuka,221266,FALSE,6ZcGLGVj85BeNBUMn23YMZ,2,0.617284,0.886882,-3.848,0.2449,93.641,0.019737,5,0.501561,0,4,0.692666,Avundsjuka (feat. Sam-E),0
Am I Wrong,2wqaekenSQZm7hxQOYt8oE,['Nico & Vinz'],Am I Wrong,247520,FALSE,0awl5piYwO0CDTHEkCjUhn,1,0.72295,0.623482,-7.323,0.031837,119.946,0.190586,8,0.478135,1,4,0.756344,Am I Wrong,0
Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,['Nico & Vinz'],Black Star Elephant,247520,FALSE,0awl5piYwO0CDTHEkCjUhn,1,0.72295,0.623482,-7.323,0.031837,119.946,0.190586,8,0.478135,1,4,0.756344,Am I Wrong,0
Arrows (feat. Macklemore & Ryan Lewis),2GPaAr882x4ZteZnxywolL,"['Fences', 'Ryan Lewis', 'Macklemore']",Arrows (feat. Macklemore & Ryan Lewis),235557,TRUE,6vjCIhbLklvyaDBgCcpH57,3,0.679203,0.693636,-3.866,0.048329,129.995,0.256108,7,0.212809,1,4,0.363561,Arrows (feat. Macklemore & Ryan Lewis),0
S&S 2015 - Sex & Singelbil,47rw5vtSCVymXwGBQoPSDB,['Starrer'],S&S 2015 - Sex & Singelbil,176254,TRUE,0sDpYJiWM6rQv1ghhPVM6o,1,0.759889,0.681342,-7.907,0.051167,128.036,0.005995,7,0.31553,1,4,0.730865,S&S 2015 - Sex & Singelbil,0
Hey Mama (feat. Nicki Minaj & Afrojack),285HeuLxsngjFn4GGegGNm,"['David Guetta', 'Afrojack', 'Nicki Minaj']",Listen (Deluxe),192560,FALSE,1Cs0zKBU1kc0i8ypK3B9ai,3,0.595787,0.730001,-4.091,0.150574,85.979,0.239658,9,0.325252,1,4,0.54264,Hey Mama (feat. Nicki Minaj & Afrojack),0
You & Me - Flume Remix,3W2ZcrRsInZbjWylOi6KhZ,"['Disclosure', 'Eliza Doolittle']",Settle (Special Edition),282812,FALSE,6nS5roXSAGhTGr34W6n7Et,2,0.605476,0.397632,-7.469,0.024957,75.031,0.327092,10,0.121522,0,4,0.319399,You & Me - Flume Remix,0
GDFR (feat. Sage The Gemini & Lookas),6N9ZOtguCnnrvwH7zD82WJ,"['Flo Rida', 'Lookas', 'Sage The Gemini']",GDFR (feat. Sage The Gemini & Lookas),190185,FALSE,0jnsk9HBra6NMjO2oANoPY,3,0.657796,0.826859,-4.047,0.068461,145.909,0.000632,5,0.059416,1,4,0.680864,GDFR,0
Memo,4smm8mLspYEgqQSrIEOydA,['Years & Years'],Desire (Remixes),202159,FALSE,5vBSrE1xujD2FXYRarbAXc,1,0.492747,0.620497,-8.344,0.088754,81.74,0.80038,2,0.090475,1,4,0.299736,Memo,0
Länge leve vi,6McZ8E4Ynivc55BbDCzaAJ,['Ison & Fille'],Länge leve vi,208266,FALSE,1fhvwCr1HKEZgZYOrfsHyk,1,0.764626,0.631075,-6.705,0.17888,99.9,0.021721,1,0.343517,0,4,0.353808,Länge leve vi,0
Lyckliga gatan,2hmStaGB8yu9lkQWSZ9WKF,"['N\xc3\xa4\xc3\xa4\xc3\xa4k & Nimo', 'Kaliffa']",Lyckliga gatan,185626,FALSE,53oE0nOoC4lJeqbG5Pjc5u,2,0.694138,0.771902,-5.361,0.273638,90.157,0.110781,6,0.318463,0,4,0.875447,Lyckliga gatan,0
Kär & Galen,1wqL9CeCHQatA2lOWcvl4E,"['Cleo', 'Kristin Amparo', 'Broke n Tipsy']",Vem E Han,210000,FALSE,1SwDFc5jX708XR3XtzLrRs,3,0.775219,0.888419,-3.498,0.115552,127.97,0.008807,6,0.187199,0,4,0.423496,Kär & Galen,0
Post To Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,"['Omarion', 'Chris Brown']",Sex Playlist,226580,TRUE,0f5nVCcR06GX8Qikz0COtT,2,0.733264,0.67572,-5.655,0.043189,97.448,0.069705,10,0.20777,0,4,0.717152,Post To Be (feat. Chris Brown & Jhene Aiko),0
Hippie Van,2EERn7B20Ax7D3hMgXRYeY,['Smith & Thell'],Hippie Van,211171,FALSE,1ZrBGJWLL8NiAjgNifCy90,1,0.692797,0.838188,-4.418,0.057168,128.073,0.229761,7,0.151669,1,4,0.703507,Hippie Van,0
Is This Love - Montmartre Remix,14CsUVcoKztExH6aSgfrfb,['Bob Marley & The Wailers'],Is This Love (Montmartre Remix),269403,FALSE,2QsynagSdAqZj3U9HgDzjD,1,0.621338,0.615919,-7.211,0.150423,122.93,0.076499,6,0.131359,0,4,0.48758,Is This Love (Montmartre Remix),0
"Shell Shocked (feat. Kill The Noise & Madsonik) - From ""Teenage Mutant Ninja Turtles""",7zBQRGpYImAdIZc97FNj3V,"['Juicy J', 'Wiz Khalifa', 'Ty Dolla $ign', 'Madsonik', 'Kill The Noise']",Shell Shocked (feat. Kill The Noise & Madsonik),206566,FALSE,5gCRApTajqwbnHHPbr2Fpi,5,0.581141,0.81367,-5.608,0.092769,165.026,0.01274,6,0.272648,0,4,0.433112,"Shell Shocked (feat. Kill The Noise & Madsonik) [From ""Teenage Mutant Ninja Turtles""]",0
Bump & Grind 2014 - Radio Edit,3jcr84rjFk3rA4MZoU5QJS,"['Waze & Odyssey', 'R. Kelly']",Bump & Grind 2014,180280,FALSE,0D9AnJzAnYyu1kfJFQDY5d,2,0.549734,0.722973,-5.845,0.102241,122.967,0.001769,6,0.363653,0,4,0.411238,Bump & Grind 2014 - Radio Edit,0
Spelar ingen roll,5aJICuNKZ78dDKRznqSpX7,"['Rhymes & Riddim', 'Lani Mo', 'Dani M']",Dödar dom med kärlek EP,227137,FALSE,7m6DSze5TrrYbItmW8YRY3,3,0.774543,0.626146,-8.438,0.254691,89.033,0.198634,1,0.222501,0,4,0.606594,Spelar ingen roll,0
Payback,2Lv7vYpPx68ttqspWdMnvw,"['Dimitri Vangelis & Wyman', 'Steve Angello']",Payback,349506,FALSE,10hGPIDZi33LRaYRIq3Bh4,2,0.602967,0.860927,-6.445,0.07189,128.023,0.07395,7,0.263009,0,4,0.412959,Payback,0
Runaway (U & I),4qABfS1RaGVXdBhj2BQyhO,['Galantis'],Runaway (U & I),227073,FALSE,4sTQVOfp9vEMCemLw50sbu,1,0.506492,0.805021,-4.119,0.04686,126.008,0.007105,1,0.08562,1,4,0.385157,Runaway (U & I),0
In Your Arms,0LH5xRQz5D36FpIkYUFv2e,['Nico & Vinz'],Black Star Elephant,205800,FALSE,0awl5piYwO0CDTHEkCjUhn,1,0.431086,0.809697,-6.051,0.095827,110.118,0.298782,7,0.24898,1,4,0.650933,In Your Arms,0
Desire,1BUyDBXr8u39ZG5elMENjd,['Years & Years'],Desire,205184,FALSE,5vBSrE1xujD2FXYRarbAXc,1,0.672386,0.788148,-4.599,0.043395,126.033,0.203106,10,0.304553,0,4,0.727916,Desire,0
Den Jag Är - Radio Edit,65arbJMHFhLeJhrezAt8jm,"['Shuez', 'Sam-E', 'Nano']",Den Jag Är,206773,FALSE,0FE4ciWkRuq1QwF1LH44LE,3,0.612061,0.60244,-7.287,0.471522,98.055,0.547336,11,0.192682,1,4,0.836605,Den Jag Är - Radio Edit,0
Kommer Över Dig,683kDN6zTduYnc1ivdVYHt,['Elov & Beny'],Kommer Över Dig,210014,FALSE,4uAXlCewJdAu44uAHehKfd,1,0.701716,0.852772,-7.157,0.037364,127.982,0.02571,7,0.437965,1,4,0.750182,Kommer Över Dig,0
Dubbel Margarita,5yHz3n2QbUXUdfTvomZIEU,['Far & Son'],Inte inför barnen!,204893,FALSE,2RuUKJs7WOJjeAkjRXp1If,1,0.87323,0.68707,-6.886,0.28421,97.09,0.033552,9,0.056101,1,4,0.526988,Dubbel Margarita,0
ID2 - Radio Edit,43FJWTHA5hPwWFfMXEjPwI,['Dimitri Vangelis & Wyman'],ID2,204312,FALSE,10hGPIDZi33LRaYRIq3Bh4,1,0.576875,0.905442,-5.382,0.035478,127.982,0.000741,9,0.445691,0,4,0.230838,ID2 (Radio Edit),0
Hör Ni Mig (feat. Sam-E),58CzO38FfIZvArgn6iOI3E,"['Bigry Mac', 'Sam-E']",Hör Ni Mig (feat. Sam-E),315037,FALSE,4QEJbJZ7lBX3z7P1LXv8H5,2,0.728987,0.692941,-8.181,0.285354,80.009,0.336633,10,0.313896,1,4,0.897105,Hör Ni Mig (feat. Sam-E),0
En annan sida av stan,3ND8XpnnaLnXjqyPiib31A,['Fritjof & Pikanen'],I stan,172213,FALSE,2P1adertYPHMXKgklSns8R,1,0.806361,0.656736,-6.598,0.052006,103.994,0.177293,2,0.107693,1,4,0.332214,En annan sida av stan,0
You & I (Nobody in the World),0uOWBM3wtPkcPWRZIX7tej,['John Legend'],Love In The Future (Special Edition),252653,FALSE,5y2Xq6xcjJb2jVM54GHK3t,1,0.45577,0.342411,-8.162,0.028275,84.088,0.129144,11,0.12375,0,4,0.207163,You & I (Nobody in the World),0
Bang Bang,3SaIsrEzrQGDcG1jCeaK8q,"['Jessie J', 'Ariana Grande', 'Nicki Minaj']",Sweet Talker (Deluxe Version),199386,FALSE,2gsggkzM5R49q6jpPvazou,3,0.704522,0.723013,-4.867,0.096614,150.02,0.283124,0,0.28811,0,4,0.765032,Bang Bang,0
