song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,song_title_en
Sweat,2YP9QAFvoFQ9vn9DopfQOW,['RY X'],Sweat,237290,False,2KjAo6wVc9d2WcxdxSArpV,1,0.392421,0.102323,-16.28,0.041227,86.442,Sweat
I See Fire,5pY3ovFxbvAg7reGZjJQSp,['Ed Sheeran'],x (Deluxe Edition),299146,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.642154,0.057126,-20.252,0.03398,76.01,I See Fire
Jungle - Remix,3CqVYchL88Qgtvpa1N24Aa,"['X Ambassadors', 'Jamie N Commons', 'JAY Z']",Jungle (Remix),207613,False,3NPpFNZtSTHheNBaWC82rB,3,0.417844,0.787084,-4.018,0.281874,78.3,Jungle featuring JAY Z (Remix)
Drunk Texting,5uLb01OcHVl8ayyWotfx31,"['Chris Brown', 'Jhene Aiko']",X (Deluxe Version),227506,True,7bXgB6jMjp9ATFy66eO08Z,2,0.574418,0.469495,-5.609,0.047541,69.578,Drunk Texting
Loyal,7kqcudBGM74MXVoYMaoWkC,"['Chris Brown', 'Lil Wayne', 'Tyga']",X (Deluxe Version),264946,True,7bXgB6jMjp9ATFy66eO08Z,3,0.838916,0.537942,-5.382,0.053288,98.972,Loyal
The World Is Ours (Coca-Cola 2014 World's Cup Anthem),3C4w6xn8ywZX6tPY110Avs,['Aloe Blacc X David Correy'],The World Is Ours (Coca-Cola 2014 World's Cup Anthem),174880,False,4Nx36PEzJoS5uSPoYZ7E5B,1,0.527647,0.895207,-4.578,0.054036,132.054,The World Is Ours (Coca-Cola 2014 World's Cup Anthem)
K I X S - Radio Edit,3BXVgl3pQKMk82oxsJcnHV,['Moguai'],K I X S,197812,False,4xgFgBZ7CRtgtHcziClOwQ,1,0.585198,0.798303,-4.298,0.073317,128.063,K I X S - Radio Edit
Lady In A Glass Dress (Interlude),5v1zJ7vqjZe24jfH5bYY3i,['Chris Brown'],X (Deluxe Version),77573,False,7bXgB6jMjp9ATFy66eO08Z,1,0.286527,0.396082,-6.249,0.037612,71.714,Lady In A Glass Dress (Interlude)
Runaway,2VmA7bm5ECiYZfw7x4Nzku,['Ed Sheeran'],x (Deluxe Edition),205133,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.768533,0.44827,-7.233,0.036364,95.041,Runaway
Shirtsleeves,7awwmuGslmuyhnlpFipDqk,['Ed Sheeran'],x (Deluxe Edition),190226,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.759005,0.766283,-5.382,0.033809,107.032,Shirtsleeves
Jungle,1puJlKuYGH58SAFgXREUpE,"['X Ambassadors', 'Jamie N Commons']",The Reason EP,189320,False,3NPpFNZtSTHheNBaWC82rB,2,0.372625,0.721654,-5.83,0.086324,78.079,Jungle
One,5TvFfDlVoUWZvfqrhTJzD7,['Ed Sheeran'],x (Deluxe Edition),252760,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.464426,0.320937,-11.12,0.041776,93.528,One
No Twerk feat. Panther X Odalisk - Original Mix,4YvwgEcvZfSwr8Pq8S3kt1,"['Apashe', 'Panther']",No Twerk,294948,True,1fd3fmwlhrDl2U5wbbPQYN,2,0.615584,0.796917,-6.245,0.096306,174.078,No Twerk feat. Panther X Odalisk (Original Mix)
Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,['Ed Sheeran'],x (Deluxe Edition),258986,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.614028,0.378566,-10.48,0.047557,107.989,Photograph
X,4Cyo444j2N3CfkbmMrbOYh,['Stoffe'],Goa Låtar,180062,False,5fzHYHRUtWx4O1I4UnjMeq,1,0.758914,0.778574,-6.985,0.150689,127.969,X
Drown In It,2DXEhm7pvO7NphAIZjGJ26,"['Chris Brown', 'R. Kelly']",X (Deluxe Version),222480,False,7bXgB6jMjp9ATFy66eO08Z,2,0.64445,0.452419,-6.658,0.061719,122.086,Drown In It
Autumn Leaves,1KM1UMZe93xmBswZRFLUsL,"['Chris Brown', 'Kendrick Lamar']",X (Deluxe Version),268813,True,7bXgB6jMjp9ATFy66eO08Z,2,0.570926,0.597549,-7.987,0.292332,145.264,Autumn Leaves
Mupparna x Baksidan,4r9fpTyxRjVTeVxZdWg0DE,['Tjuvjakt'],Musik Är Ju Kul,205250,False,0XDfNJsQy7B3q0GfsMHSkp,1,0.577008,0.748508,-5.965,0.268171,95.976,Mupparna x Baksidan
Comfortable (Lightwaves Remix) [feat. X Ambassadors],1SoLHXzWhcjfPA8glakK2Y,"['The Knocks', 'X Ambassadors']",Comfortable (The Remixes),229565,False,2x7EATekOPhFGRx3syMGEC,2,0.796865,0.671314,-12.803,0.072717,115.055,Comfortable (Lightwaves Remix) [feat. X Ambassadors]
Nina,3GKSfF6c3Rv3a1knSjxnXa,['Ed Sheeran'],x (Deluxe Edition),225533,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.760397,0.666457,-7.229,0.169795,91.95,Nina
I'm A Mess,0xCA70t1ZA4fa9UOE0lIJm,['Ed Sheeran'],x (Deluxe Edition),244573,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.697427,0.377256,-7.755,0.039657,138.754,I'm A Mess
Don't,1huvTbEYtgltjQRXzrNKGi,['Ed Sheeran'],x (Deluxe Edition),219840,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.805062,0.553462,-8.498,0.061271,95.044,Don't
Take It Back,2dmOWlEHrP266Qgz6wnUrd,['Ed Sheeran'],x (Deluxe Edition),208400,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.706688,0.616174,-6.38,0.220551,114.067,Take It Back
Songs On 12 Play,4tdTnMZx4VIYdXAxL499IH,"['Chris Brown', 'Trey Songz']",X (Deluxe Version),228640,True,7bXgB6jMjp9ATFy66eO08Z,2,0.693512,0.716488,-4.741,0.056342,122.015,Songs On 12 Play
Don't Think They Know,1lEhGV5EIVEkWqvnUYNcUd,"['Chris Brown', 'Aaliyah']",X (Deluxe Version),237973,False,7bXgB6jMjp9ATFy66eO08Z,2,0.4583,0.613785,-6.507,0.095938,131.947,Don't Think They Know
Sing,6K8qKeWo5MsFED7wCR6Kop,['Ed Sheeran'],x (Deluxe Edition),235382,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.793175,0.668626,-4.456,0.046539,120.008,Sing
Thinking Out Loud,34gCuhDGsG4bRPIf9bb02f,['Ed Sheeran'],x (Deluxe Edition),281560,False,6eUKZXaKkcviH0Ku9w2n3V,1,0.780443,0.44184,-6.082,0.02972,79.001,Thinking Out Loud
Fine China,2OVRPlR4BsnwPY7OiIfCQn,['Chris Brown'],X (Deluxe Version),213280,False,7bXgB6jMjp9ATFy66eO08Z,1,0.658775,0.693163,-5.55,0.052351,103.881,Fine China
Don't Be Gone Too Long,7K4ubVk9yf1AYGzQC0Olsb,['Chris Brown'],X (Deluxe Version),201986,False,7bXgB6jMjp9ATFy66eO08Z,1,0.682227,0.789214,-5.47,0.067891,117.975,Don't Be Gone Too Long
Lost In Ya Love,018b2Q9IVXmcfvWH7GzDu3,['Chris Brown'],X (Deluxe Version),229826,False,7bXgB6jMjp9ATFy66eO08Z,1,0.707295,0.585184,-7.81,0.049202,94.029,Lost In Ya Love
Came To Do,4B0tKXJguUl5YqW5wDcjNe,"['Chris Brown', 'Akon']",X (Deluxe Version),228400,True,7bXgB6jMjp9ATFy66eO08Z,2,0.7519,0.638461,-5.043,0.080993,97.981,Came To Do
Altes Kamuffel - Vitalic Remix,56cMq0WsVJwCWBdNtb5Mmo,"['Vitalic', 'Paul Kalkbrenner']",X,281840,False,4M84umUNRbZy1mJleyyRM9,2,0.724345,0.504387,-9.461,0.064345,124.014,Altes Kamuffel
Obsessed - Original,3QWsIbsel4Bn6QS2JrJzsq,"['Michael Aasen', 'Sarah W']",Michael A & Sarah W,215236,False,1dESlaX934TFfFpep0Ucwy,2,0.484291,0.834295,-4.975,0.067612,140.036,Obsessed
Hide Myself,3ZlxJzXV4Sday9KGTKZxks,['Michael W. Smith'],Sovereign,262760,False,5aBxFPaaGk9204ssHUvXWN,1,0.584839,0.640931,-6.536,0.032231,113.411,Hide Myself
Control - Versión W,7HYgz6aimkVkq15qsWtk1W,['Wisin'],El Regreso del Sobreviviente (Deluxe Edition),295746,False,3E6xrwgnVfYCrCs0ePERDz,1,0.676424,0.921115,-1.816,0.063005,128.01,Control (Versión W)
Inta W Maii,72V5mr9JqDVdMITGH2nXau,['Marwan Khoury'],El Aad El Aaksi,323294,False,6e6VucoDJD6bmJPlnO7AkN,1,0.680656,0.877694,-5.969,0.093943,121.966,Inta W Maii
Bayaa W Shater,0sMTrFQF3wH51uakTEklcV,['Nancy Ajram'],Nancy 7,261146,False,0LnHdW6HMPoOlNdhG3DHjE,1,0.729369,0.834715,-4.856,0.084511,143.971,Bayaa W Shater
Khebez W Meleh (feat. Khaliji),3YjsNucskhhNk8M3TZtIGa,"['Marwan Alshami', 'Khaliji']",Sahra W Dabke,249704,False,3E9oOu3tk9Um7agPxu0WfA,2,0.750035,0.917106,-6.171,0.131309,102.001,Khebez W Meleh (feat. Khaliji)
W Bkoun Jayi Wadeak,7xtn9UZ2Rhn5ktN5jh7WTl,['Nancy Ajram'],Nancy 8,217240,False,0LnHdW6HMPoOlNdhG3DHjE,1,0.541908,0.920695,-1.05,0.123033,127.918,W Bkoun Jayi Wadeak
El Alam Jannet,6EzDPgToUSaultnUVkmHwB,['Mohamad Iskandar'],Sahra W Dabke,222511,False,1Szp0cnLcoq8ombQRztd1i,1,0.721321,0.961205,-5.329,0.151641,102.094,El Alam Jannet
Heaven Come Down,6q9uAjvwZanBBpUK6iQZz6,['Michael W. Smith'],Sovereign,230400,False,5aBxFPaaGk9204ssHUvXWN,1,0.588315,0.896061,-4.454,0.050854,128.034,Heaven Come Down
You K(no)w,2EDeBofgSrf6nAIyO7HWF3,['The Magic Numbers'],Alias,354424,False,0P2q6xyNc2hVFkG3ThjYcJ,1,0.335182,0.520427,-8.845,0.039618,119.856,You K(no)w
Bhebbak W Shta2tellak Nar,3FSqIiuCH24aX8Xm9MJGOo,['Ragheb Alama'],Habib Dehkaty,195395,False,6uOgBVYHvqTGAQ5iVHDVT7,1,0.40025,0.824078,-6.0,0.295193,183.751,Bhebbak W Shta2tellak Nar
شيرين ومين اختار W Meen Ekhtar,2biW4sCr5C2RyVIyY9Vq8M,['Shereen'],Hits 2014,271203,False,4GQ9FDU9wP2jMnyeupdUOH,1,0.786928,0.680509,-5.725,0.070661,124.975,شيرين ومين اختار W Meen Ekhtar
Metl El Amar,5QnVb7rtcK5O64jJvnrKHb,['Ziad Saleh'],Sahra W Dabke,201822,False,2ICNmOpDVpRdVAuvZlBWFy,1,0.785629,0.789513,-7.98,0.070224,102.998,Metl El Amar
Christ Be All Around Me,3G0ALV9w5NEnIisXWJhrJe,['Michael W. Smith'],Sovereign,324453,False,5aBxFPaaGk9204ssHUvXWN,1,0.541245,0.647531,-4.942,0.027338,152.054,Christ Be All Around Me
La Hrek El Deni (feat. La Hrek El Deni),6h8EgoAUsNBG1gjLcdIMYr,"['Zaki Shrif', 'La Hrek El Deni']",Sahra W Dabke,243487,False,6vR4znOzSB27dPoCFerTWS,2,0.666335,0.730229,-7.609,0.047243,104.048,La Hrek El Deni (feat. La Hrek El Deni)
You Won’t Let Go,7j9D19KTp9OPajYDQP1dDE,['Michael W. Smith'],Sovereign,239333,False,5aBxFPaaGk9204ssHUvXWN,1,0.519355,0.725247,-4.849,0.028399,89.001,You Won’t Let Go
You Are The Fire,1wNMUOShzFDeSJt71oYs1b,['Michael W. Smith'],Sovereign,269813,False,5aBxFPaaGk9204ssHUvXWN,1,0.500942,0.864812,-5.375,0.033471,110.003,You Are The Fire
Heavy Heavy - Versión W,0rCKdX9ZUCYK37FO8IuWIf,['Wisin'],El Regreso del Sobreviviente (Deluxe Edition),224906,False,3E6xrwgnVfYCrCs0ePERDz,1,0.699884,0.786935,-2.777,0.239438,171.971,Heavy Heavy (Versión W)
Dutty Whyne (feat. Banky W),6nocaLjFIUTOksqOjf8PPR,"['wizkid', 'Banky W.']",Ayo,253179,False,3tVQdUvClmAT7URs9V3rsp,2,0.510026,0.839008,-3.76,0.120921,127.605,Dutty Whyne (feat. Banky W)
Al Ta'a Al Ijabyh,6ZCQJAK2ZAeBqanKhG8R96,['Anas Kareem'],Sahra W Dabke,274155,False,03IOvKWtAnWAOVf5864dUS,1,0.711843,0.879155,-6.836,0.035908,112.043,Al Ta'a Al Ijabyh
Shefto Sedfe (feat. Ali Al Deek),5VNuaTCbeubv3t3ntAWG8f,"['Husain Al Deek', 'Ali Al Deek']",Sahra W Dabke,294844,False,5f3Fk5gTKbuDUUmgcd6fWF,2,0.703128,0.817083,-7.35,0.035637,107.984,Shefto Sedfe (feat. Ali Al Deek)
I Lay Me Down,3XffqOFYN6fe9b2k8OLsvS,['Michael W. Smith'],Sovereign,249013,False,5aBxFPaaGk9204ssHUvXWN,1,0.553527,0.471023,-6.193,0.030831,75.933,I Lay Me Down
Sovereign Over Us,0fWSx16l0MXQSE6MKADLrx,['Michael W. Smith'],Sovereign,354280,False,5aBxFPaaGk9204ssHUvXWN,1,0.453817,0.497487,-6.835,0.029331,135.944,Sovereign Over Us
Betghib Betrouh,4DafMTf6HzOtKgLjZE4F6O,['Elissa'],W Akherta Maak,260547,False,68rvMwPL0yMbYR5cv0pzCR,1,0.671735,0.822462,-6.284,0.040183,101.987,Betghib Betrouh
Kash,190CNvcQXQXzULoThTqK3Y,['Wafeek Habeeb'],Sahra W Dabke,207908,False,6TCIcoW58dsN5Z5323bPTp,1,0.790567,0.968319,-6.837,0.060659,116.006,Kash
Ajr W 3afya,2wBlyHVcDltDypGfkc9xJt,"['Arabic Dj Sy', 'Shamma Hamdan']",New 2014-2015,305921,True,0GMdEL0KdI1z0s9UVYneJb,2,0.634638,0.606633,-6.356,0.187218,76.999,Ajr W 3afya
U Know What's Up - Album Version w/o Left Eye,7FCWCYjHJhb2ttun8XACcu,['Donell Jones'],90s R&B,240773,False,5KNqYrivNgVCHBssEUSu5B,1,0.821998,0.419923,-9.022,0.059147,103.028,U Know What's Up
Luv W Luv,0kNkfrpMwv0ypxaKyyyrYF,['Muhsinah'],M,222432,False,2xMBRdUYQjgJezQ8lNGQq5,1,0.688299,0.678113,-5.805,0.039223,99.989,Luv W Luv
Kocham się w Tobie,6RFrO6RLpkfF4z5GSUJLa9,['Pi\xc4\x99kni I M\xc5\x82odzi'],Niewiara,220157,False,36PWgNPTOch41BGIEPTY3h,1,0.631883,0.932494,-5.316,0.040495,127.077,Kocham się w Tobie
Tonight - Radio,29gVcy7va2oOgWBPoIIiR4,"['DJ Xclusive', 'Banky W.', 'Niyola']",Tonight,238367,False,6eYjM3EJ2ux62CjigGQIiU,3,0.770143,0.91418,-2.372,0.173247,130.013,Tonight (Radio)
You & Me (feat. W. Darling),3ljAI2ctPVp2h1c3LKtSME,['Bassnectar'],You & Me (feat. W. Darling),244285,False,1JPy5PsJtkhftfdr6saN2i,1,0.48923,0.745185,-4.095,0.034124,140.051,You & Me (feat. W. Darling)
The Same Power,4Z3388jEvK7R1LAaxXP6vw,['Michael W. Smith'],Sovereign,265080,False,5aBxFPaaGk9204ssHUvXWN,1,0.448572,0.678904,-6.399,0.028311,150.041,The Same Power
You & Me (feat. W. Darling),3x94KfC5QAsqFKjUGQBH4k,"['Bassnectar', 'W. Darling']",Noise vs Beauty,244285,False,1JPy5PsJtkhftfdr6saN2i,2,0.48923,0.745185,-4.095,0.034124,140.051,You & Me (feat. W. Darling)
Sky Spills Over,0OsRKQnZD8HddijYo7eYi0,['Michael W. Smith'],Sovereign,244973,False,5aBxFPaaGk9204ssHUvXWN,1,0.586152,0.751467,-5.554,0.039813,119.957,Sky Spills Over
All Arise,08wMa5oV319aY1NbRlwlXl,['Michael W. Smith'],Sovereign,280346,False,5aBxFPaaGk9204ssHUvXWN,1,0.462406,0.686886,-4.974,0.030748,146.052,All Arise
Back To Basics - Radio Edit,7uQ8LCXOVFNT7WR0kcHpU1,['Tommi W'],Back To Basics,208133,False,2iTC6LMYDlovSUVLWqXItz,1,0.746347,0.945043,-4.848,0.038078,128.039,Back To Basics (Radio Edit)
The One That Really Matters,7Jw5VPgcRsLiEcKvaJdxOc,"['Michael W. Smith', 'Kari Jobe']",Sovereign,419653,False,5aBxFPaaGk9204ssHUvXWN,2,0.251665,0.351978,-9.457,0.032858,159.857,The One That Really Matters
You & Me (Champagne Drip Remix),2VOWzyQFTyrhicW9EewSEp,"['Bassnectar', 'W. Darling']",NVSB Remixes,266562,False,1JPy5PsJtkhftfdr6saN2i,2,0.509312,0.831314,-2.88,0.037856,140.019,You & Me (Champagne Drip Remix)
Roll It (Remix) [feat. Akon & Banky W],4jQ5RCEuJOPh5e8GLXBjsk,"['wizkid', 'Banky W.', 'Akon']",Roll It (Remix) [feat. Banky W & Akon],206629,True,3tVQdUvClmAT7URs9V3rsp,3,0.714651,0.806478,-4.631,0.091792,103.902,Roll It (Remix) [feat. Akon & Banky W]
Fly Away - Radio Edit,4M2eKo8ijF4ZUEFurjnpS6,"['Alex Kunnari', 'Jimmy W.', 'Jacob Luttrell']",Fly Away,206280,False,5t8dw8yCWNAezW6wP3ZOGh,3,0.553632,0.85371,-5.106,0.067523,127.986,Fly Away - Radio Edit
Back to You,2CWr0Vlv4XhAYrvLr7mH5a,['Twerps'],"""Back to You"" b/w ""Always Waiting""",152095,False,4vkIW79PRnJM8PNylIMTQB,1,0.355688,0.859666,-6.221,0.055616,83.844,Back to You
Higher,0pqcBQEac8n9Rf9fMWOZoU,"['Beatarce', 'Freja W']",Higher,200624,False,4TPeiSpFyhwDQZTzIoFc6f,2,0.55936,0.73993,-5.065,0.126074,127.722,Higher
Ge Mig Lite Mer - Mark W Remix,1veV3YQ0gWzSHmsdSOhurU,['Kick'],Gott Och Blandat,192566,False,5rbw9hT7jHuylnCxE77yMT,1,0.671373,0.803069,-11.174,0.226344,139.999,Ge Mig Lite Mer (Mark W Remix)
Family Tree (Bacall W Lignell remix feat. Dan Reed),4wvKjZb37EUE8AtbHSfWYy,['Jimmy Lagnefors'],Micke & Veronica (Original Motion Picture Soundtrack),214259,False,5UWNUmWNBMBUMJ1ACLyrrs,1,0.606248,0.816835,-6.028,0.063721,128.019,Family Tree (Bacall W Lignell remix feat. Dan Reed)
Play Ur Chick! - Original Mix,1OZxalNoVtX6MyDpijyQsr,"['Kolombo', 'Sammy W', 'Alexe']",Play Ur Chick! [Remixes],398000,True,4nZBJZHavxcUzGeK2k6fL9,3,0.805939,0.624237,-10.169,0.092819,119.999,Play Ur Chick! - Original Mix
Baby Danger - Versión W,3D7Uai9zihanDL6BjimaXf,['Wisin'],El Regreso del Sobreviviente (Deluxe Edition),255333,False,3E6xrwgnVfYCrCs0ePERDz,1,0.723225,0.949854,-3.087,0.123484,122.977,Baby Danger
Recitation w/ N.L. - Live in Dublin,7Mkyc6YWPakVzu9zlfOvdN,['Leonard Cohen'],Live In Dublin,200876,False,5l8VQNuIg0turYE1VtM9zV,1,0.403104,0.079874,-34.168,0.470338,169.58,Recitation w/ N.L. (Live in Dublin)
Miracle,24OI2VxwLqpWdBT9fHg67u,['Michael W. Smith'],Sovereign,259373,False,5aBxFPaaGk9204ssHUvXWN,1,0.48181,0.850568,-4.045,0.029715,146.105,Miracle
Do the Vampire,1Vq0psLotVCakyHJgxAMni,['Superdrag'],Jokers W / Tracers,174333,False,1UGwqiX4QA7R9hNBwzjavF,1,0.543864,0.677862,-11.952,0.027042,136.399,Do the Vampire
Welak,4dZXk0I37lf8BAlC1HlAOP,['Joseph Attieh'],Sahra W Dabke,223425,False,5DPb3SKW8QZFwkRlmt7Gvo,1,0.799758,0.705732,-9.577,0.072621,103.971,Welak
Dis-moi oui (Marina),3WBLQj2qtrKYFDcC5aisLD,"[""Keen' V""]",Saltimbanque,201800,False,5iZMWWLoDJH1u6Ru2rOEsd,1,0.789076,0.867002,-4.597,0.068828,108.039,Dis-moi oui (Marina)
"Night Moves (From ""Grand Theft Auto V"")",5s6qQ7DeUBEWZ618p0TxEw,"[""Gamer's Delight""]",Grand Theft Auto - Music Playlist from GTA 5,203612,False,4pCKzB7NinIJUZty8z7j89,1,0.750122,0.505287,-13.173,0.03965,121.575,Night Moves
V. 3005 - Beach Picnic Version,1trFjkuOCLErsmYrYsabKB,['Childish Gambino'],Kauai,225866,True,73sIBHcqh3Z3NyqHKZ7FOL,1,0.573866,0.43855,-9.263,0.056885,165.932,V. 3005 (Beach Picnic Version)
Unkiss Me,2gdVsvUnDCxTPqNL5TpHNK,['Maroon 5'],V (Deluxe),238200,False,04gDigrS5kc9YWfZHwBETP,1,0.524027,0.597194,-6.497,0.03217,129.921,Unkiss Me
V-Pop,5PcDHa15nA5Yid1eTPTsom,['Lindsey Stirling'],Shatter Me (Deluxe),225826,False,378dH6EszOLFShpRzAQkVM,1,0.535248,0.905288,-6.298,0.033498,128.005,V-Pop
V,5tlNxwZdO0F9YznfoYYj9F,['JJ'],V,61912,False,1bAdBYcsDdsbqmWbAE7qKR,1,0.144422,0.051728,-31.515,0.037894,73.327,V
Shoot Love,3p1rlctWxcGybT4V6Qgfzf,['Maroon 5'],V (Deluxe),190346,False,04gDigrS5kc9YWfZHwBETP,1,0.590048,0.794344,-5.775,0.036002,135.024,Shoot Love
Sugar,6DrBnEWZ5kxvBiBaDaGQnc,['Maroon 5'],V (Deluxe),235493,True,04gDigrS5kc9YWfZHwBETP,1,0.745122,0.748826,-7.047,0.032684,120.083,Sugar
King Cobra,5yezLU0PLDqFCSJBKhyOVT,"['Yves V', 'Don Diablo']",King Cobra,260213,False,47BEc2RoW53owMyxacXWdV,2,0.655299,0.963531,-3.721,0.056184,127.971,King Cobra
Ease My Mind (feat. Niki and the Dove) - GTA Remix,4Sj264pvRSHWUMX0O8moKc,"['Skrillex', 'Niki & The Dove']",Ease My Mind v Ragga Bomb Remixes,281608,False,5he5w2lnU9x7JFhnwcekXX,2,0.576676,0.780169,-4.99,0.077447,150.023,Ease My Mind (feat. Niki and the Dove) [GTA Remix]
Long Time Coming,42RAnC8bQ4INw0025wWvkz,['Saints of Valory'],V,210613,False,7nOZKudJkpG5kbS5Ys3w6u,1,0.557695,0.830177,-4.648,0.053217,107.044,Long Time Coming
"All Ways, Always",7fKf4MVcpn1GYztWQwSE3y,['JJ'],V,253095,False,1bAdBYcsDdsbqmWbAE7qKR,1,0.565144,0.385087,-10.764,0.034526,120.043,"All Ways, Always"
Box Chevy V,7opkQ7apLG15IEIgZ2P8tL,['Yelawolf'],Box Chevy V,211053,True,68DWke2VjdDmA75aJX5C57,1,0.813973,0.850117,-8.702,0.249759,92.492,Box Chevy V
Dean & Me,6SGDjZSljzAt1W4OhHRVOl,['JJ'],V,235431,False,1bAdBYcsDdsbqmWbAE7qKR,1,0.495626,0.644355,-9.121,0.051401,119.984,Dean & Me
Be Here Now,3Pz8Pz482e5kNsT3Pg15TT,['JJ'],V,178446,False,1bAdBYcsDdsbqmWbAE7qKR,1,0.226588,0.248431,-13.095,0.035393,146.678,Be Here Now
Drowning - Avicii Radio Edit,0i3UxxijG4howoGRmz9TXy,"['Armin van Buuren', 'Laura V']",Armin Anthems Top 100 (Ultimate Singles Collected),204321,False,0SfsnGyD8FpIN4U4WCkBZ5,2,0.534451,0.848554,-7.148,0.036038,126.941,Drowning (Avicii Radio Edit)
Fågelsången,4p9lzDR10IjezC0N5riQhn,['JJ'],V,213323,False,1bAdBYcsDdsbqmWbAE7qKR,1,0.582737,0.580782,-9.549,0.065563,125.931,Fågelsången
Direct Dizko - Original Mix,5boYTP8wMYHuh99eQUGP0B,"['Sander Van Doorn', 'Yves V']",Direct Dizko,298453,False,22bukBZvUppuwQwmDz75Gz,2,0.618437,0.990657,-1.712,0.050791,129.997,Direct Dizko
Ragga Bomb (feat. Ragga Twins) - Teddykillerz Remix,1t2WHyU3nogcZ8tuJpbTBI,"['Skrillex', 'Ragga Twins']",Ease My Mind v Ragga Bomb Remixes,237241,False,5he5w2lnU9x7JFhnwcekXX,2,0.679643,0.959799,-2.578,0.213939,173.932,Ragga Bomb (feat. Ragga Twins) [Teddykillerz Remix]
High Tide Low Tide,2jgCl5CYX3LGirEB7RT70j,['The Vaselines'],V For Vaselines,215680,False,4wWQkHhmUNlXvhbHRUSqZW,1,0.301236,0.970803,-4.237,0.065978,158.063,High Tide Low Tide
L-O-V-E,2duPMDrCtI7XmFK8P3bILq,['Nat King Cole'],The Extraordinary,153040,False,7v4imS0moSyGdXyLgVTIV7,1,0.44791,0.366397,-7.919,0.081031,157.659,L-O-V-E (2004 - Remastered)
Feelings,6HgKZEGdBbRY4p44nCpUUi,['Maroon 5'],V (Deluxe),194773,True,04gDigrS5kc9YWfZHwBETP,1,0.692836,0.734993,-5.351,0.074414,122.009,Feelings
That’s Me Right There - Radio Edit,5yYnc9VB7C5MqubHvjvhgd,"['Jasmine V', 'Kendrick Lamar']",That's Me Right There,208502,False,3vskr7Z0TqgoYUi1iLnhy8,2,0.682505,0.636857,-5.564,0.051753,129.958,That’s Me Right There - Radio Edit
That’s Me Right There,0lpmzJ7s6rGpkZ5ZLf1qXR,"['Jasmine V', 'Kendrick Lamar']",That’s Me Right There EP,208640,False,3vskr7Z0TqgoYUi1iLnhy8,2,0.686421,0.643257,-5.694,0.046213,129.956,That’s Me Right There
Leaving California,02uJzg9E7KDnOyIYqHGoyc,['Maroon 5'],V (Deluxe),203453,False,04gDigrS5kc9YWfZHwBETP,1,0.501436,0.70655,-5.619,0.033468,97.034,Leaving California
Bilionera - Extended 85 BPM Vali V.,45Vt57pmQ5QzPE87HXYc4q,['Otilia'],Bilionera (Extended),222550,False,6RQDTlies3nrNDJwXvbBZT,1,0.597803,0.634659,-2.186,0.111236,171.899,Bilionera (Extended 85 Bpm Vali V.)
In Your Pocket,7xPNMJYOXiiWR4rmKxBqku,['Maroon 5'],V (Deluxe),219493,True,04gDigrS5kc9YWfZHwBETP,1,0.615569,0.848571,-6.105,0.052366,126.069,In Your Pocket
Ease My Mind (feat. Niki and the Dove) - Jai Wolf Remix,6hMnzCnLs4rvlqUVWdTRIk,"['Skrillex', 'Niki & The Dove']",Ease My Mind v Ragga Bomb Remixes,294452,False,5he5w2lnU9x7JFhnwcekXX,2,0.402654,0.896827,-2.628,0.124868,149.95,Ease My Mind (feat. Niki and the Dove) [Jai Wolf Remix]
Inner Light,5ULPka4mvMu6YK7MN3BAuG,['JJ'],V,258553,False,1bAdBYcsDdsbqmWbAE7qKR,1,0.493316,0.318451,-12.508,0.034406,80.003,Inner Light
Ragga Bomb (feat. Ragga Twins) - Skrillex & Zomboy Remix,2vtwoWBK8wOq9o3grruoJw,"['Skrillex', 'Ragga Twins']",Ease My Mind v Ragga Bomb Remixes,230395,False,5he5w2lnU9x7JFhnwcekXX,2,0.49418,0.972264,-2.433,0.274662,100.011,Ragga Bomb (feat. Ragga Twins) [Skrillex & Zomboy Remix]
Maps - Remix,3uId0UGSueJc8djaZbafNm,"['Maroon 5', 'Big Sean']",V (Deluxe),232960,False,04gDigrS5kc9YWfZHwBETP,2,0.743952,0.718656,-5.889,0.034173,119.98,Maps - Remix
My Heart Is Open,1iWmrpoLQB8mpfpMwVjm6j,"['Maroon 5', 'Gwen Stefani']",V (Deluxe),237760,False,04gDigrS5kc9YWfZHwBETP,2,0.490058,0.314767,-7.682,0.030017,101.962,My Heart Is Open
Full,0af7ZwcQq2vvFL0Hq9qS4D,['JJ'],V,244359,False,1bAdBYcsDdsbqmWbAE7qKR,1,0.22359,0.400456,-11.985,0.031874,104.763,Full
